From Previous KnowledgeID,To Current KnowledgeID,Count
Know_295,Know_74,88
Know_293,Know_74,88
Know_308,Know_57,88
Know_2,Know_50,87
Know_14,Know_23,87
Know_32,Know_61,87
Know_337,Know_131,87
Know_336,Know_131,87
Know_308,Know_11,87
Know_48,Know_51,87
Know_47,Know_104,87
Know_1,Know_34,87
Know_69,Know_34,87
Know_21,Know_223,86
Know_288,Know_285,86
Know_11,Know_56,86
Know_48,Know_11,86
Know_21,Know_222,86
Know_14,Know_8,86
Know_35,Know_29,86
Know_288,Know_283,86
Know_11,Know_57,86
Know_32,Know_33,85
Know_137,Know_286,84
Know_25,Know_2,84
Know_69,Know_244,84
Know_7,Know_40,84
Know_40,Know_21,84
Know_2,Know_228,83
Know_94,Know_43,83
Know_40,Know_223,83
Know_282,Know_286,83
Know_284,Know_286,83
Know_280,Know_286,83
Know_288,Know_286,83
Know_281,Know_286,83
Know_285,Know_286,83
Know_29,Know_56,83
Know_12,Know_308,83
Know_40,Know_222,83
Know_2,Know_229,83
Know_92,Know_116,83
Know_284,Know_249,83
Know_282,Know_249,83
Know_280,Know_249,83
Know_281,Know_249,83
Know_2,Know_227,83
Know_7,Know_21,83
Know_11,Know_34,83
Know_29,Know_57,83
Know_219,Know_228,82
Know_92,Know_43,82
Know_3,Know_195,82
Know_46,Know_183,82
Know_46,Know_277,82
Know_3,Know_131,82
Know_46,Know_276,82
Know_54,Know_63,82
Know_55,Know_63,82
Know_219,Know_229,82
Know_219,Know_227,82
Know_46,Know_275,82
Know_95,Know_43,81
Know_31,Know_184,81
Know_2,Know_38,81
Know_11,Know_25,81
Know_68,Know_34,81
Know_69,Know_228,80
Know_54,Know_183,80
Know_54,Know_277,80
Know_31,Know_196,80
Know_54,Know_276,80
Know_30,Know_75,80
Know_69,Know_229,80
Know_51,Know_40,80
Know_3,Know_104,80
Know_69,Know_227,80
Know_94,Know_14,80
Know_54,Know_275,80
Know_216,Know_1,80
Know_2,Know_308,79
Know_31,Know_75,79
Know_32,Know_51,79
Know_48,Know_46,79
Know_68,Know_7,79
Know_32,Know_14,79
Know_308,Know_37,79
Know_32,Know_30,78
Know_336,Know_56,78
Know_337,Know_56,78
Know_301,Know_11,78
Know_34,Know_3,78
Know_11,Know_40,78
Know_54,Know_29,78
Know_48,Know_29,78
Know_55,Know_29,78
Know_93,Know_92,78
Know_137,Know_1,78
Know_336,Know_57,78
Know_337,Know_57,78
Know_37,Know_47,78
Know_301,Know_35,77
Know_12,Know_31,77
Know_31,Know_51,77
Know_25,Know_3,77
Know_86,Know_40,77
Know_32,Know_40,77
Know_11,Know_135,77
Know_95,Know_14,77
Know_252,Know_219,76
Know_217,Know_244,76
Know_40,Know_3,76
Know_36,Know_38,76
Know_35,Know_38,76
Know_252,Know_8,76
Know_94,Know_32,76
Know_31,Know_34,76
Know_69,Know_223,75
Know_30,Know_61,75
Know_301,Know_36,75
Know_69,Know_222,75
Know_23,Know_3,75
Know_12,Know_38,75
Know_37,Know_38,75
Know_308,Know_135,75
Know_28,Know_14,75
Know_93,Know_30,74
Know_14,Know_219,74
Know_94,Know_97,74
Know_35,Know_184,74
Know_35,Know_196,74
Know_11,Know_89,74
Know_48,Know_104,74
Know_95,Know_32,74
Know_94,Know_96,74
Know_89,Know_30,73
Know_94,Know_100,73
Know_31,Know_2,73
Know_3,Know_327,73
Know_94,Know_101,73
Know_94,Know_102,73
Know_3,Know_328,73
Know_280,Know_287,73
Know_281,Know_287,73
Know_282,Know_287,73
Know_284,Know_287,73
Know_137,Know_287,73
Know_29,Know_69,73
Know_48,Know_209,73
Know_31,Know_14,73
Know_48,Know_208,73
Know_301,Know_1,73
Know_95,Know_97,72
Know_11,Know_54,72
Know_11,Know_55,72
Know_48,Know_56,72
Know_36,Know_308,72
Know_68,Know_40,72
Know_68,Know_21,72
Know_29,Know_209,72
Know_47,Know_226,72
Know_29,Know_208,72
Know_95,Know_96,72
Know_46,Know_1,72
Know_48,Know_57,72
Know_25,Know_191,71
Know_8,Know_191,71
Know_3,Know_52,71
Know_94,Know_106,71
Know_95,Know_100,71
Know_47,Know_327,71
Know_46,Know_56,71
Know_7,Know_252,71
Know_95,Know_101,71
Know_95,Know_102,71
Know_47,Know_328,71
Know_336,Know_135,71
Know_337,Know_135,71
Know_40,Know_14,71
Know_3,Know_226,71
Know_1,Know_137,71
Know_47,Know_137,71
Know_46,Know_57,71
Know_50,Know_223,70
Know_308,Know_184,70
Know_29,Know_54,70
Know_29,Know_55,70
Know_36,Know_61,70
Know_31,Know_131,70
Know_50,Know_222,70
Know_301,Know_12,70
Know_40,Know_8,70
Know_21,Know_8,70
Know_32,Know_7,70
Know_30,Know_25,70
Know_92,Know_14,70
Know_37,Know_48,70
Know_38,Know_47,70
Know_3,Know_50,69
Know_8,Know_233,69
Know_95,Know_106,69
Know_47,Know_23,69
Know_308,Know_196,69
Know_48,Know_36,69
Know_8,Know_232,69
Know_47,Know_131,69
Know_8,Know_214,69
Know_47,Know_308,69
Know_93,Know_95,69
Know_92,Know_95,69
Know_23,Know_25,69
Know_301,Know_37,69
Know_93,Know_94,69
Know_92,Know_94,69
Know_14,Know_228,68
Know_23,Know_30,68
Know_11,Know_2,68
Know_46,Know_2,68
Know_2,Know_75,68
Know_51,Know_3,68
Know_14,Know_229,68
Know_252,Know_40,68
Know_14,Know_227,68
Know_31,Know_209,68
Know_252,Know_25,68
Know_217,Know_14,68
Know_31,Know_226,68
Know_31,Know_208,68
Know_31,Know_137,68
Know_228,Know_1,68
Know_229,Know_1,68
Know_227,Know_1,68
Know_23,Know_65,67
Know_11,Know_184,67
Know_48,Know_183,67
Know_3,Know_183,67
Know_48,Know_277,67
Know_3,Know_277,67
Know_31,Know_23,67
Know_3,Know_276,67
Know_48,Know_276,67
Know_23,Know_66,67
Know_1,Know_249,67
Know_25,Know_32,67
Know_32,Know_69,67
Know_48,Know_226,67
Know_3,Know_275,67
Know_48,Know_275,67
Know_50,Know_228,66
Know_51,Know_30,66
Know_92,Know_20,66
Know_3,Know_33,66
Know_36,Know_65,66
Know_3,Know_184,66
Know_336,Know_184,66
Know_337,Know_184,66
Know_11,Know_196,66
Know_35,Know_31,66
Know_27,Know_51,66
Know_50,Know_229,66
Know_48,Know_40,66
Know_36,Know_66,66
Know_29,Know_104,66
Know_50,Know_227,66
Know_32,Know_21,66
Know_47,Know_21,66
Know_35,Know_209,66
Know_30,Know_34,66
Know_35,Know_208,66
Know_7,Know_228,65
Know_86,Know_30,65
Know_51,Know_65,65
Know_86,Know_65,65
Know_55,Know_56,65
Know_54,Know_56,65
Know_336,Know_196,65
Know_337,Know_196,65
Know_1,Know_303,65
Know_92,Know_108,65
Know_36,Know_75,65
Know_12,Know_75,65
Know_35,Know_75,65
Know_88,Know_51,65
Know_35,Know_64,65
Know_92,Know_109,65
Know_92,Know_107,65
Know_7,Know_229,65
Know_86,Know_66,65
Know_51,Know_66,65
Know_94,Know_89,65
Know_69,Know_8,65
Know_7,Know_227,65
Know_29,Know_7,65
Know_93,Know_32,65
Know_46,Know_25,65
Know_46,Know_137,65
Know_54,Know_57,65
Know_55,Know_57,65
Know_12,Know_30,64
Know_14,Know_30,64
Know_308,Know_54,64
Know_308,Know_55,64
Know_27,Know_23,64
Know_48,Know_23,64
Know_35,Know_289,64
Know_3,Know_196,64
Know_38,Know_11,64
Know_37,Know_75,64
Know_46,Know_51,64
Know_35,Know_290,64
Know_14,Know_244,64
Know_86,Know_3,64
Know_21,Know_3,64
Know_95,Know_89,64
Know_50,Know_7,64
Know_1,Know_7,64
Know_31,Know_21,64
Know_301,Know_48,64
Know_55,Know_48,64
Know_54,Know_48,64
Know_283,Know_246,63
Know_137,Know_30,63
Know_1,Know_86,63
Know_66,Know_61,63
Know_65,Know_61,63
Know_35,Know_301,63
Know_11,Know_28,63
Know_28,Know_38,63
Know_34,Know_32,63
Know_31,Know_25,63
Know_217,Know_1,63
Know_252,Know_191,62
Know_21,Know_219,62
Know_40,Know_219,62
Know_217,Know_223,62
Know_208,Know_184,62
Know_209,Know_184,62
Know_47,Know_86,62
Know_217,Know_222,62
Know_208,Know_3,62
Know_209,Know_3,62
Know_195,Know_40,62
Know_89,Know_38,62
Know_30,Know_116,62
Know_3,Know_135,62
Know_137,Know_32,62
Know_11,Know_14,62
Know_93,Know_14,62
Know_46,Know_37,62
Know_64,Know_30,61
Know_28,Know_43,61
Know_93,Know_43,61
Know_64,Know_65,61
Know_92,Know_99,61
Know_88,Know_23,61
Know_31,Know_327,61
Know_30,Know_161,61
Know_28,Know_11,61
Know_48,Know_31,61
Know_30,Know_162,61
Know_64,Know_66,61
Know_31,Know_328,61
Know_30,Know_104,61
Know_30,Know_14,61
Know_51,Know_47,61
Know_32,Know_47,61
Know_208,Know_30,60
Know_209,Know_30,60
Know_208,Know_65,60
Know_209,Know_65,60
Know_27,Know_86,60
Know_252,Know_245,60
Know_30,Know_2,60
Know_137,Know_252,60
Know_12,Know_11,60
Know_36,Know_11,60
Know_37,Know_308,60
Know_92,Know_121,60
Know_46,Know_40,60
Know_209,Know_66,60
Know_208,Know_66,60
Know_301,Know_7,60
Know_38,Know_48,60
Know_2,Know_137,60
Know_46,Know_184,59
Know_25,Know_233,59
Know_88,Know_86,59
Know_25,Know_232,59
Know_66,Know_161,59
Know_65,Know_161,59
Know_2,Know_28,59
Know_48,Know_131,59
Know_29,Know_131,59
Know_28,Know_79,59
Know_25,Know_214,59
Know_66,Know_162,59
Know_65,Know_162,59
Know_301,Know_46,59
Know_11,Know_21,59
Know_30,Know_92,59
Know_47,Know_25,59
Know_29,Know_226,59
Know_301,Know_30,58
Know_32,Know_43,58
Know_30,Know_33,58
Know_55,Know_184,58
Know_54,Know_184,58
Know_29,Know_183,58
Know_29,Know_277,58
Know_36,Know_301,58
Know_31,Know_289,58
Know_209,Know_196,58
Know_208,Know_196,58
Know_46,Know_196,58
Know_32,Know_161,58
Know_36,Know_161,58
Know_301,Know_252,58
Know_36,Know_31,58
Know_29,Know_276,58
Know_31,Know_290,58
Know_32,Know_162,58
Know_36,Know_162,58
Know_40,Know_244,58
Know_35,Know_63,58
Know_30,Know_40,58
Know_30,Know_89,58
Know_2,Know_216,58
Know_25,Know_231,58
Know_29,Know_275,58
Know_29,Know_137,58
Know_50,Know_2,57
Know_55,Know_196,57
Know_54,Know_196,57
Know_2,Know_303,57
Know_3,Know_252,57
Know_69,Know_79,57
Know_92,Know_11,57
Know_31,Know_89,57
Know_69,Know_39,57
Know_46,Know_104,57
Know_303,Know_1,57
Know_23,Know_47,57
Know_301,Know_47,57
Know_63,Know_30,56
Know_93,Know_97,56
Know_92,Know_97,56
Know_63,Know_65,56
Know_92,Know_106,56
Know_93,Know_100,56
Know_46,Know_327,56
Know_25,Know_11,56
Know_48,Know_308,56
Know_47,Know_31,56
Know_93,Know_101,56
Know_93,Know_102,56
Know_63,Know_66,56
Know_46,Know_328,56
Know_11,Know_7,56
Know_54,Know_32,56
Know_55,Know_32,56
Know_301,Know_25,56
Know_35,Know_168,56
Know_92,Know_96,56
Know_93,Know_96,56
Know_294,Know_1,56
Know_295,Know_1,56
Know_293,Know_1,56
Know_92,Know_30,55
Know_11,Know_33,55
Know_93,Know_106,55
Know_48,Know_86,55
Know_50,Know_23,55
Know_46,Know_23,55
Know_2,Know_51,55
Know_27,Know_40,55
Know_55,Know_104,55
Know_54,Know_104,55
Know_31,Know_135,55
Know_23,Know_21,55
Know_21,Know_14,55
Know_36,Know_34,55
Know_11,Know_1,55
Know_29,Know_195,54
Know_337,Know_54,54
Know_336,Know_54,54
Know_219,Know_233,54
Know_50,Know_245,54
Know_337,Know_55,54
Know_336,Know_55,54
Know_209,Know_61,54
Know_208,Know_61,54
Know_219,Know_232,54
Know_209,Know_161,54
Know_208,Know_161,54
Know_219,Know_214,54
Know_32,Know_64,54
Know_209,Know_162,54
Know_208,Know_162,54
Know_35,Know_40,54
Know_336,Know_46,54
Know_337,Know_46,54
Know_92,Know_104,54
Know_97,Know_98,54
Know_96,Know_98,54
Know_14,Know_98,54
Know_294,Know_7,54
Know_293,Know_7,54
Know_295,Know_7,54
Know_2,Know_34,54
Know_252,Know_231,54
Know_48,Know_168,54
Know_86,Know_47,54
Know_89,Know_47,54
Know_69,Know_219,53
Know_47,Know_326,53
Know_29,Know_33,53
Know_92,Know_118,53
Know_14,Know_2,53
Know_327,Know_61,53
Know_328,Know_61,53
Know_137,Know_61,53
Know_54,Know_36,53
Know_55,Know_36,53
Know_47,Know_325,53
Know_328,Know_161,53
Know_327,Know_161,53
Know_137,Know_161,53
Know_47,Know_347,53
Know_46,Know_308,53
Know_47,Know_324,53
Know_54,Know_51,53
Know_55,Know_51,53
Know_92,Know_120,53
Know_137,Know_162,53
Know_327,Know_162,53
Know_328,Know_162,53
Know_1,Know_217,53
Know_47,Know_323,53
Know_12,Know_29,53
Know_47,Know_135,53
Know_51,Know_21,53
Know_92,Know_119,53
Know_68,Know_1,53
Know_3,Know_228,52
Know_21,Know_228,52
Know_219,Know_191,52
Know_327,Know_30,52
Know_328,Know_30,52
Know_3,Know_27,52
Know_47,Know_334,52
Know_3,Know_83,52
Know_328,Know_65,52
Know_327,Know_65,52
Know_137,Know_65,52
Know_47,Know_330,52
Know_25,Know_220,52
